Date,Location/Atoll,Island/Site,Exposure,GPS North,GPS East,Site,Depth,Transect,Transect area,Family,Targeted/Untargeted,Species,No.,Length,Biomass (g),Biomass (kg/ha),Abundance/500m2
15/03/2013,Maldives,Kuredhdhoo,Exposed,00¼39.1193,073¼26.1333,10,8m,4,250,scaridae,,Chlorurus sordidus,1,14,62.27558152,2.491023261,2
15/03/2013,Maldives,Kuredhdhoo,Exposed,00¼39.1194,073¼26.1334,10,8m,4,250,scaridae,,Chlorurus sordidus,1,14,62.27558152,2.491023261,2
15/03/2013,Maldives,Kuredhdhoo,Exposed,00¼39.1195,073¼26.1335,10,8m,4,250,scaridae,,Chlorurus sordidus,1,14,62.27558152,2.491023261,2
15/03/2013,Maldives,Kuredhdhoo,Exposed,00¼39.1196,073¼26.1336,10,8m,4,250,scaridae,,Chlorurus sordidus,1,15,76.22721205,3.049088482,2
15/03/2013,Maldives,Kuredhdhoo,Exposed,00¼39.1197,073¼26.1337,10,8m,4,250,scaridae,,Chlorurus sordidus,1,15,76.22721205,3.049088482,2
15/03/2013,Maldives,Kuredhdhoo,Exposed,00¼39.1198,073¼26.1338,10,8m,4,250,scaridae,,Chlorurus sordidus,1,26,381.9746632,15.27898653,2
15/03/2013,Maldives,Kuredhdhoo,Exposed,00¼39.1199,073¼26.1339,10,8m,4,250,scaridae,,Chlorurus strongylocephalus,1,42,1556.980122,62.27920487,2
15/03/2013,Maldives,Kuredhdhoo,Exposed,00¼39.1200,073¼26.1340,10,8m,4,250,scaridae,,Hipposcarus harid,1,39,946.13805,37.845522,2
15/03/2013,Maldives,Kuredhdhoo,Exposed,00¼39.1201,073¼26.1341,10,8m,4,250,scaridae,,Hipposcarus harid,1,39,946.13805,37.845522,2
15/03/2013,Maldives,Kuredhdhoo,Exposed,00¼39.1202,073¼26.1342,10,8m,4,250,scaridae,,Scarus niger,1,14,56.38068868,2.255227547,2
15/03/2013,Maldives,Kuredhdhoo,Exposed,00¼39.1203,073¼26.1343,10,8m,4,250,scaridae,,Scarus rubroviolaceus,1,32,701.862572,28.07450288,2
15/03/2013,Maldives,Kuredhdhoo,Exposed,00¼39.1204,073¼26.1344,10,8m,4,250,scaridae,,Scarus tricolor,1,27,411.79372,16.4717488,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.101,073¼26.454,11,8m,1,250,Acanthuridae,,Acanthurus auranticavus,1,17,137.251799,5.49007196,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.102,073¼26.455,11,8m,1,250,Acanthuridae,,Acanthurus leucosternon,1,13,51.30911989,2.052364796,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.103,073¼26.456,11,8m,1,250,Acanthuridae,,Acanthurus leucosternon,1,13,51.30911989,2.052364796,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.104,073¼26.457,11,8m,1,250,Acanthuridae,,Acanthurus leucosternon,1,13,51.30911989,2.052364796,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.105,073¼26.458,11,8m,1,250,Acanthuridae,,Acanthurus leucosternon,1,13,51.30911989,2.052364796,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.106,073¼26.459,11,8m,1,250,Acanthuridae,,Acanthurus leucosternon,1,13,51.30911989,2.052364796,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.107,073¼26.460,11,8m,1,250,Acanthuridae,,Acanthurus leucosternon,1,14,63.70976826,2.54839073,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.108,073¼26.461,11,8m,1,250,Acanthuridae,,Acanthurus leucosternon,1,14,63.70976826,2.54839073,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.109,073¼26.462,11,8m,1,250,Acanthuridae,,Acanthurus leucosternon,1,14,63.70976826,2.54839073,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.110,073¼26.463,11,8m,1,250,Acanthuridae,,Acanthurus lineatus,1,16,61.63028442,2.465211377,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.111,073¼26.464,11,8m,1,250,Acanthuridae,,Acanthurus lineatus,1,17,74.21061663,2.968424665,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.112,073¼26.465,11,8m,1,250,Acanthuridae,,Acanthurus lineatus,1,18,88.41490828,3.536596331,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.113,073¼26.466,11,8m,1,250,Acanthuridae,,Ctenochaetus striatus,1,13,59.8053786,2.392215144,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.114,073¼26.467,11,8m,1,250,Acanthuridae,,Ctenochaetus striatus,1,13,59.8053786,2.392215144,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.115,073¼26.468,11,8m,1,250,Acanthuridae,,Ctenochaetus striatus,1,14,74.84508408,2.993803363,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.116,073¼26.469,11,8m,1,250,Acanthuridae,,Ctenochaetus striatus,1,14,74.84508408,2.993803363,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.117,073¼26.470,11,8m,1,250,Acanthuridae,,Ctenochaetus striatus,1,14,74.84508408,2.993803363,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.118,073¼26.471,11,8m,1,250,Acanthuridae,,Ctenochaetus striatus,1,14,74.84508408,2.993803363,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.119,073¼26.472,11,8m,1,250,Acanthuridae,,Ctenochaetus striatus,1,15,92.22782308,3.689112923,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.120,073¼26.473,11,8m,1,250,Acanthuridae,,Ctenochaetus striatus,1,15,92.22782308,3.689112923,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.121,073¼26.474,11,8m,1,250,Acanthuridae,,Ctenochaetus striatus,1,15,92.22782308,3.689112923,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.122,073¼26.475,11,8m,1,250,Acanthuridae,,Ctenochaetus striatus,1,15,92.22782308,3.689112923,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.123,073¼26.476,11,8m,1,250,Acanthuridae,,Ctenochaetus striatus,1,15,92.22782308,3.689112923,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.124,073¼26.477,11,8m,1,250,Acanthuridae,,Ctenochaetus truncatus,1,13,62.17249575,2.48689983,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.125,073¼26.478,11,8m,1,250,Acanthuridae,,Ctenochaetus truncatus,1,13,62.17249575,2.48689983,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.126,073¼26.479,11,8m,1,250,Acanthuridae,,Ctenochaetus truncatus,1,13,62.17249575,2.48689983,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.127,073¼26.480,11,8m,1,250,Acanthuridae,,Ctenochaetus truncatus,1,14,75.32803373,3.013121349,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.128,073¼26.481,11,8m,1,250,Acanthuridae,,Ctenochaetus truncatus,1,14,75.32803373,3.013121349,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.129,073¼26.482,11,8m,1,250,Acanthuridae,,Zebrasoma desjardinii,1,16,110.5239435,4.420957742,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.169,073¼26.522,11,8m,1,250,scaridae,,Chlorurus sordidus,1,20,177.0844938,7.083379752,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.170,073¼26.523,11,8m,1,250,scaridae,,Chlorurus sordidus,1,32,701.862572,28.07450288,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.219,073¼26.572,11,8m,2,250,Acanthuridae,,Acanthurus leucosternon,1,12,40.61200704,1.624480282,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.220,073¼26.573,11,8m,2,250,Acanthuridae,,Acanthurus leucosternon,1,13,51.30911989,2.052364796,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.221,073¼26.574,11,8m,2,250,Acanthuridae,,Acanthurus leucosternon,1,13,51.30911989,2.052364796,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.222,073¼26.575,11,8m,2,250,Acanthuridae,,Acanthurus leucosternon,1,13,51.30911989,2.052364796,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.223,073¼26.576,11,8m,2,250,Acanthuridae,,Acanthurus leucosternon,1,14,63.70976826,2.54839073,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.224,073¼26.577,11,8m,2,250,Acanthuridae,,Acanthurus leucosternon,1,14,63.70976826,2.54839073,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.225,073¼26.578,11,8m,2,250,Acanthuridae,,Acanthurus lineatus,1,16,61.63028442,2.465211377,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.226,073¼26.579,11,8m,2,250,Acanthuridae,,Acanthurus lineatus,1,17,74.21061663,2.968424665,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.227,073¼26.580,11,8m,2,250,Acanthuridae,,Acanthurus lineatus,1,17,74.21061663,2.968424665,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.228,073¼26.581,11,8m,2,250,Acanthuridae,,Acanthurus lineatus,1,17,74.21061663,2.968424665,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.229,073¼26.582,11,8m,2,250,Acanthuridae,,Acanthurus lineatus,1,17,74.21061663,2.968424665,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.230,073¼26.583,11,8m,2,250,Acanthuridae,,Acanthurus lineatus,1,17,74.21061663,2.968424665,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.231,073¼26.584,11,8m,2,250,Acanthuridae,,Acanthurus lineatus,1,19,104.3449844,4.173799376,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.232,073¼26.585,11,8m,2,250,Acanthuridae,,Acanthurus lineatus,1,20,122.103033,4.88412132,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.234,073¼26.587,11,8m,2,250,Acanthuridae,,Ctenochaetus striatus,1,14,74.84508408,2.993803363,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.235,073¼26.588,11,8m,2,250,Acanthuridae,,Ctenochaetus striatus,1,14,74.84508408,2.993803363,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.236,073¼26.589,11,8m,2,250,Acanthuridae,,Ctenochaetus striatus,1,15,92.22782308,3.689112923,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.237,073¼26.590,11,8m,2,250,Acanthuridae,,Ctenochaetus striatus,1,15,92.22782308,3.689112923,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.238,073¼26.591,11,8m,2,250,Acanthuridae,,Ctenochaetus truncatus,1,13,62.17249575,2.48689983,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.239,073¼26.592,11,8m,2,250,Acanthuridae,,Ctenochaetus truncatus,1,13,62.17249575,2.48689983,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.240,073¼26.593,11,8m,2,250,Acanthuridae,,Ctenochaetus truncatus,1,14,75.32803373,3.013121349,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.241,073¼26.594,11,8m,2,250,Acanthuridae,,Ctenochaetus truncatus,1,14,75.32803373,3.013121349,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.242,073¼26.595,11,8m,2,250,Acanthuridae,,Ctenochaetus truncatus,1,14,75.32803373,3.013121349,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.243,073¼26.596,11,8m,2,250,Acanthuridae,,Zebrasoma scopas,1,12,47.20766591,1.888306637,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.244,073¼26.597,11,8m,2,250,Acanthuridae,,Zebrasoma scopas,1,13,59.8141694,2.392566776,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.272,073¼26.625,11,8m,2,250,scaridae,,Chlorurus sordidus,1,20,177.0844938,7.083379752,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.321,073¼26.674,11,8m,3,250,Acanthuridae,,Acanthurus leucosternon,1,13,51.30911989,2.052364796,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.322,073¼26.675,11,8m,3,250,Acanthuridae,,Acanthurus leucosternon,1,13,51.30911989,2.052364796,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.323,073¼26.676,11,8m,3,250,Acanthuridae,,Acanthurus leucosternon,1,13,51.30911989,2.052364796,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.324,073¼26.677,11,8m,3,250,Acanthuridae,,Acanthurus leucosternon,1,13,51.30911989,2.052364796,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.325,073¼26.678,11,8m,3,250,Acanthuridae,,Acanthurus leucosternon,1,13,51.30911989,2.052364796,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.326,073¼26.679,11,8m,3,250,Acanthuridae,,Acanthurus leucosternon,1,14,63.70976826,2.54839073,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.327,073¼26.680,11,8m,3,250,Acanthuridae,,Acanthurus leucosternon,1,14,63.70976826,2.54839073,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.328,073¼26.681,11,8m,3,250,Acanthuridae,,Acanthurus leucosternon,1,14,63.70976826,2.54839073,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.329,073¼26.682,11,8m,3,250,Acanthuridae,,Acanthurus leucosternon,1,14,63.70976826,2.54839073,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.330,073¼26.683,11,8m,3,250,Acanthuridae,,Acanthurus leucosternon,1,14,63.70976826,2.54839073,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.331,073¼26.684,11,8m,3,250,Acanthuridae,,Acanthurus leucosternon,1,14,63.70976826,2.54839073,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.332,073¼26.685,11,8m,3,250,Acanthuridae,,Acanthurus leucosternon,1,14,63.70976826,2.54839073,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.333,073¼26.686,11,8m,3,250,Acanthuridae,,Acanthurus lineatus,1,13,32.62067749,1.3048271,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.334,073¼26.687,11,8m,3,250,Acanthuridae,,Acanthurus lineatus,1,14,40.93613597,1.637445439,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.335,073¼26.688,11,8m,3,250,Acanthuridae,,Acanthurus lineatus,1,14,40.93613597,1.637445439,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.336,073¼26.689,11,8m,3,250,Acanthuridae,,Acanthurus lineatus,1,15,50.5724697,2.022898788,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.337,073¼26.690,11,8m,3,250,Acanthuridae,,Acanthurus lineatus,1,15,50.5724697,2.022898788,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.340,073¼26.693,11,8m,3,250,Acanthuridae,,Ctenochaetus striatus,1,14,74.84508408,2.993803363,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.341,073¼26.694,11,8m,3,250,Acanthuridae,,Ctenochaetus striatus,1,14,74.84508408,2.993803363,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.342,073¼26.695,11,8m,3,250,Acanthuridae,,Ctenochaetus striatus,1,14,74.84508408,2.993803363,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.343,073¼26.696,11,8m,3,250,Acanthuridae,,Ctenochaetus striatus,1,14,74.84508408,2.993803363,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.344,073¼26.697,11,8m,3,250,Acanthuridae,,Ctenochaetus striatus,1,14,74.84508408,2.993803363,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.345,073¼26.698,11,8m,3,250,Acanthuridae,,Ctenochaetus truncatus,1,12,50.53176248,2.021270499,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.346,073¼26.699,11,8m,3,250,Acanthuridae,,Ctenochaetus truncatus,1,12,50.53176248,2.021270499,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.347,073¼26.700,11,8m,3,250,Acanthuridae,,Ctenochaetus truncatus,1,13,62.17249575,2.48689983,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.348,073¼26.701,11,8m,3,250,Acanthuridae,,Ctenochaetus truncatus,1,13,62.17249575,2.48689983,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.349,073¼26.702,11,8m,3,250,Acanthuridae,,Ctenochaetus truncatus,1,13,62.17249575,2.48689983,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.389,073¼26.742,11,8m,3,250,scaridae,,Chlorurus sordidus,1,28,474.6086824,18.9843473,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.390,073¼26.743,11,8m,3,250,scaridae,,Scarus niger,1,30,617.2329245,24.68931698,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.431,073¼26.784,11,8m,4,250,Acanthuridae,,Acanthurus leucosternon,1,13,51.30911989,2.052364796,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.432,073¼26.785,11,8m,4,250,Acanthuridae,,Acanthurus leucosternon,1,13,51.30911989,2.052364796,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.433,073¼26.786,11,8m,4,250,Acanthuridae,,Acanthurus leucosternon,1,13,51.30911989,2.052364796,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.434,073¼26.787,11,8m,4,250,Acanthuridae,,Acanthurus leucosternon,1,13,51.30911989,2.052364796,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.435,073¼26.788,11,8m,4,250,Acanthuridae,,Acanthurus leucosternon,1,13,51.30911989,2.052364796,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.436,073¼26.789,11,8m,4,250,Acanthuridae,,Acanthurus leucosternon,1,13,51.30911989,2.052364796,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.437,073¼26.790,11,8m,4,250,Acanthuridae,,Acanthurus leucosternon,1,14,63.70976826,2.54839073,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.438,073¼26.791,11,8m,4,250,Acanthuridae,,Acanthurus leucosternon,1,14,63.70976826,2.54839073,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.439,073¼26.792,11,8m,4,250,Acanthuridae,,Acanthurus leucosternon,1,14,63.70976826,2.54839073,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.440,073¼26.793,11,8m,4,250,Acanthuridae,,Acanthurus leucosternon,1,14,63.70976826,2.54839073,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.441,073¼26.794,11,8m,4,250,Acanthuridae,,Acanthurus leucosternon,1,14,63.70976826,2.54839073,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.442,073¼26.795,11,8m,4,250,Acanthuridae,,Acanthurus leucosternon,1,14,63.70976826,2.54839073,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.443,073¼26.796,11,8m,4,250,Acanthuridae,,Acanthurus leucosternon,1,14,63.70976826,2.54839073,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.444,073¼26.797,11,8m,4,250,Acanthuridae,,Acanthurus lineatus,1,14,40.93613597,1.637445439,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.445,073¼26.798,11,8m,4,250,Acanthuridae,,Acanthurus lineatus,1,14,40.93613597,1.637445439,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.446,073¼26.799,11,8m,4,250,Acanthuridae,,Acanthurus lineatus,1,14,40.93613597,1.637445439,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.447,073¼26.800,11,8m,4,250,Acanthuridae,,Acanthurus lineatus,1,15,50.5724697,2.022898788,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.448,073¼26.801,11,8m,4,250,Acanthuridae,,Acanthurus lineatus,1,15,50.5724697,2.022898788,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.449,073¼26.802,11,8m,4,250,Acanthuridae,,Acanthurus lineatus,1,15,50.5724697,2.022898788,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.450,073¼26.803,11,8m,4,250,Acanthuridae,,Acanthurus lineatus,1,15,50.5724697,2.022898788,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.451,073¼26.804,11,8m,4,250,Acanthuridae,,Acanthurus lineatus,1,15,50.5724697,2.022898788,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.452,073¼26.805,11,8m,4,250,Acanthuridae,,Acanthurus lineatus,1,15,50.5724697,2.022898788,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.453,073¼26.806,11,8m,4,250,Acanthuridae,,Acanthurus lineatus,1,15,50.5724697,2.022898788,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.454,073¼26.807,11,8m,4,250,Acanthuridae,,Acanthurus lineatus,1,15,50.5724697,2.022898788,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.455,073¼26.808,11,8m,4,250,Acanthuridae,,Acanthurus lineatus,1,15,50.5724697,2.022898788,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.456,073¼26.809,11,8m,4,250,Acanthuridae,,Acanthurus lineatus,1,15,50.5724697,2.022898788,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.457,073¼26.810,11,8m,4,250,Acanthuridae,,Ctenochaetus striatus,1,13,59.8053786,2.392215144,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.458,073¼26.811,11,8m,4,250,Acanthuridae,,Ctenochaetus striatus,1,13,59.8053786,2.392215144,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.459,073¼26.812,11,8m,4,250,Acanthuridae,,Ctenochaetus striatus,1,13,59.8053786,2.392215144,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.460,073¼26.813,11,8m,4,250,Acanthuridae,,Ctenochaetus striatus,1,13,59.8053786,2.392215144,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.461,073¼26.814,11,8m,4,250,Acanthuridae,,Ctenochaetus striatus,1,13,59.8053786,2.392215144,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.462,073¼26.815,11,8m,4,250,Acanthuridae,,Ctenochaetus striatus,1,13,59.8053786,2.392215144,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.463,073¼26.816,11,8m,4,250,Acanthuridae,,Ctenochaetus striatus,1,14,74.84508408,2.993803363,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.464,073¼26.817,11,8m,4,250,Acanthuridae,,Ctenochaetus striatus,1,14,74.84508408,2.993803363,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.465,073¼26.818,11,8m,4,250,Acanthuridae,,Ctenochaetus striatus,1,15,92.22782308,3.689112923,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.466,073¼26.819,11,8m,4,250,Acanthuridae,,Ctenochaetus striatus,1,15,92.22782308,3.689112923,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.467,073¼26.820,11,8m,4,250,Acanthuridae,,Ctenochaetus truncatus,1,13,62.17249575,2.48689983,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.468,073¼26.821,11,8m,4,250,Acanthuridae,,Ctenochaetus truncatus,1,13,62.17249575,2.48689983,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.469,073¼26.822,11,8m,4,250,Acanthuridae,,Ctenochaetus truncatus,1,13,62.17249575,2.48689983,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.470,073¼26.823,11,8m,4,250,Acanthuridae,,Ctenochaetus truncatus,1,13,62.17249575,2.48689983,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.471,073¼26.824,11,8m,4,250,Acanthuridae,,Ctenochaetus truncatus,1,13,62.17249575,2.48689983,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.472,073¼26.825,11,8m,4,250,Acanthuridae,,Ctenochaetus truncatus,1,13,62.17249575,2.48689983,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.473,073¼26.826,11,8m,4,250,Acanthuridae,,Ctenochaetus truncatus,1,13,62.17249575,2.48689983,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.474,073¼26.827,11,8m,4,250,Acanthuridae,,Ctenochaetus truncatus,1,13,62.17249575,2.48689983,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.475,073¼26.828,11,8m,4,250,Acanthuridae,,Ctenochaetus truncatus,1,13,62.17249575,2.48689983,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.476,073¼26.829,11,8m,4,250,Acanthuridae,,Ctenochaetus truncatus,1,13,62.17249575,2.48689983,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.477,073¼26.830,11,8m,4,250,Acanthuridae,,Ctenochaetus truncatus,1,13,62.17249575,2.48689983,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.478,073¼26.831,11,8m,4,250,Acanthuridae,,Ctenochaetus truncatus,1,13,62.17249575,2.48689983,2
15/03/2013,Maldives,Vilingili,Exposed,00¼45.501,073¼26.854,11,8m,4,250,scaridae,,Chlorurus sordidus,1,30,580.9355095,23.23742038,2
12/03/2013,Maldives,Dhaandhoo,Exposed,00¼37.663,073¼27.820,3,8m,1,250,Acanthuridae,,Naso annulatus,1,20,173.7267177,6.949068707,2
12/03/2013,Maldives,Dhaandhoo,Exposed,00¼37.664,073¼27.821,3,8m,1,250,Acanthuridae,,Naso annulatus,1,24,284.999237,11.39996948,2
12/03/2013,Maldives,Dhaandhoo,Exposed,00¼37.665,073¼27.822,3,8m,1,250,Acanthuridae,,Naso annulatus,1,24,284.999237,11.39996948,2
12/03/2013,Maldives,Dhaandhoo,Exposed,00¼37.867,073¼27.1024,3,8m,2,250,Acanthuridae,,Naso annulatus,1,27,392.3943955,15.69577582,2
11/03/2013,Maldives,Maamendhoo,Exposed,00¼43.125,073¼26.826,1,8m,1,100,Pomacentridae,,Plectroglyphidodon lacrymatus,1,8,14.66876456,1.466876456,5
11/03/2013,Maldives,Maamendhoo,Exposed,00¼43.126,073¼26.827,1,8m,1,100,Pomacentridae,,Plectroglyphidodon lacrymatus,1,8,14.66876456,1.466876456,5
11/03/2013,Maldives,Maamendhoo,Exposed,00¼43.321,073¼26.1022,1,8m,2,100,Pomacentridae,,Plectroglyphidodon lacrymatus,1,8,14.66876456,1.466876456,5
11/03/2013,Maldives,Maamendhoo,Exposed,00¼43.322,073¼26.1023,1,8m,2,100,Pomacentridae,,Plectroglyphidodon lacrymatus,1,8,14.66876456,1.466876456,5
11/03/2013,Maldives,Maamendhoo,Exposed,00¼43.323,073¼26.1024,1,8m,2,100,Pomacentridae,,Plectroglyphidodon lacrymatus,1,8,14.66876456,1.466876456,5
11/03/2013,Maldives,Maamendhoo,Exposed,00¼43.470,073¼26.1171,1,8m,3,100,Pomacentridae,,Plectroglyphidodon lacrymatus,1,8,14.66876456,1.466876456,5
11/03/2013,Maldives,Maamendhoo,Exposed,00¼43.471,073¼26.1172,1,8m,3,100,Pomacentridae,,Plectroglyphidodon lacrymatus,1,8,14.66876456,1.466876456,5
12/03/2013,Maldives,Maamendhoo,Exposed,00¼43.648,073¼26.1349,1,8m,4,100,Pomacentridae,,Plectroglyphidodon lacrymatus,1,8,14.66876456,1.466876456,5
12/03/2013,Maldives,Maamendhoo,Exposed,00¼43.649,073¼26.1350,1,8m,4,100,Pomacentridae,,Plectroglyphidodon lacrymatus,1,8,14.66876456,1.466876456,5
12/03/2013,Maldives,Maamendhoo,Exposed,00¼43.650,073¼26.1351,1,8m,4,100,Pomacentridae,,Plectroglyphidodon lacrymatus,1,8,14.66876456,1.466876456,5
12/03/2013,Maldives,Maamendhoo,Exposed,00¼43.651,073¼26.1352,1,8m,4,100,Pomacentridae,,Plectroglyphidodon lacrymatus,1,8,14.66876456,1.466876456,5
