Latin name,Diet
Chromis alleni,PK
Chromis alta,PK
Chromis axillaris,IM
Amphiprion omanensis,OM
Chromis cadenati,IM
Chromis cinerascens,IM
Chromis crusma,HD
Chromis dasygenys,OM
Chromis dimidiata,IM
Chromis flavicauda,OM
Chromis flavipectoralis,OM
Chromis intercrusma,PK
Chromis klunzingeri,IM
Chromis limbata,OM
Chromis limbaughi,OM
Centriscus cristatus,IM
Callionymus limiceps,IM
Uropterygius macularius,IM
Amphiprion akindynos,IM
Chrysiptera flavipinnis,IM
Chrysiptera niger,IM
Chrysiptera rapanui,IM
Dascyllus flavicaudus,IM
Argyrosomus japonicus,IM
Dascyllus marginatus,IM
Neoglyphidodon oxyodon,IM
Nemadactylus douglasii,IM
Goniistius zebra,IM
Optivus elongatus,IM
Phthanophaneron harveyi,IM
Zebrasoma xanthurum,IM
Sanopus splendidus,OM
Glyptauchen panduratus,IM
Ogcocephalus rostellum,IM
Ogcocephalus pantostictus,IM
Ogcocephalus declivirostris,IM
Inimicus caledonicus,HD
Paracentropogon longispinis,IM
Scorpaenopsis cirrosa,IM
Synanceia nana,IM
Aetapcus maculatus,IM
Neopataecus waterhousii,IM
Cnidoglanis macrocephalus,OM
Paraplotosus albilabris,OM
Niphon spinosus,IM
Gramma linki,OM
Gramma melacara,IM
Lipogramma anabantoides,OM
Lipogramma evides,OM
Lipogramma klayi,OM
Lipogramma regium,OM
Lipogramma roseum,IM
Chirodactylus grandis,IM
Pempheris poeyi,IM
Atypichthys latus,OM
Girella simplicidens,IM
Kyphosus elegans,OM
Neatypus obliquus,OM
Scorpis violacea,IM
Chaetodon declivis,OM
Prognathodes dichrous,FC
Chaetodon fasciatus,OM
Chaetodon larvatus,OM
Chaetodon paucifasciatus,IM
Chaetodon semilarvatus,IM
Heniochus intermedius,FC
Johnrandallia nigrirostris,IM
Serranus flaviventris,IM
Liopropoma carmabi,IM
Evistias acutirostris,IM
Pentaceros decacanthus,IM
Apogon mosavi,OM
Stegastes adustus,IM
Stegastes pictus,PK
Chromis flavomaculata,IM
Chromis lubbocki,OM
Chromis mirationis,HD
Chromis nigroanalis,IM
Chromis nigrura,HD
Chromis notata,IM
Chromis opercularis,HD
Chromis pelloura,OM
Chromis pembae,IM
Chromis sanctaehelenae,OM
Chromis scotochiloptera,OM
Chromis trialpha,OM
Chromis westaustralis,OM
Chromis woodsi,IM
Chromis xanthopterygia,OM
Chromis xutha,IM
Chrysiptera annulata,PK
Chrysiptera galba,IM
Dactyloscopus moorei,IM
Gillellus healae,IM
Hypsoblennius invemar,IM
Elacatinus genie,IM
Elacatinus multifasciatus,IM
Ginsburgellus novemlineatus,PK
Barbulifer antennatus,IM
Chrysiptera notialis,HD
Chrysiptera parasema,PK
Chrysiptera sinclairi,PK
Chrysiptera springeri,HD
Chrysiptera taupou,HD
Microspathodon bairdii,HD
Microspathodon dorsalis,OM
Microspathodon frontatus,OM
Neoglyphidodon crossi,OM
Neopomacentrus bankieri,OM
Neopomacentrus filamentosus,HD
Neopomacentrus fuliginosus,IM
Neopomacentrus miryae,IM
Neopomacentrus nemurus,IM
Neopomacentrus sindensis,IM
Neopomacentrus xanthurus,HD
Parma alboscapularis,HD
Nexilosus latifrons,HD
Parma bicolor,HD
Parma kermadecensis,HD
Parma mccullochi,HD
Parma microlepis,HD
Parma occidentalis,HD
Parma victoriae,HD
Plectroglyphidodon randalli,HD
Pomacentrus adelus,FC
Pomacentrus agassizii,FC
Pomacentrus albicaudatus,IM
Pomacentrus alleni,IM
Pomacentrus aquilus,IM
Pomacentrus arabicus,IM
Pomacentrus auriventris,IM
Pomacentrus azuremaculatus,IM
Pomacentrus baenschi,PK
Pomacentrus caeruleus,HD
Pomacentrus colini,HD
Pomacentrus cuneatus,IM
Pomacentrus imitator,HD
Pomacentrus indicus,IM
Pomacentrus javanicus,IM
Pomacentrus littoralis,IM
Pomacentrus leptus,IM
Pomacentrus melanochir,IM
Pomacentrus milleri,FC
Pomacentrus pikei,FC
Pomacentrus polyspinus,IM
Pomacentrus proteus,OM
Pomacentrus similis,PK
Pomacentrus stigma,PK
Pomacentrus sulfureus,PK
Pomacentrus trichourus,PK
Pomacentrus trilineatus,PK
Pomacentrus xanthosternus,PK
Pristotis cyanostigma,PK
Similiparma hermani,PK
Stegastes acapulcoensis,PK
Stegastes arcifrons,PK
Stegastes baldwini,PK
Stegastes flavilatus,PK
Stegastes imbricatus,IM
Stegastes leucorus,PK
Stegastes otophorus,IM
Stegastes rectifraenum,IM
Stegastes redemptus,IM
Stegastes rocasensis,IM
Stegastes sanctaehelenae,IM
Stegastes sanctipauli,IM
Chrysiptera bleekeri,IM
Hemitaurichthys multispinus,IM
Heniochus pleurotaenia,IM
Amphichaetodon howensis,IM
Roa jayakari,IM
Roa excelsa,IM
Chaetodon nippon,IM
Chaetodon melapterus,IM
Chaetodon gardineri,IS
Chaetodon nigropunctatus,IM
Chaetodon sanctaehelenae,IS
Chaetodon trichrous,IS
Chaetodon litus,IM
Chaetodon hemichrysus,IS
Scorpaena izensis,IM
Scorpaena neglecta,IM
Scorpaenopsis neglecta,IM
Kanekonia queenslandica,IM
Cymbacephalus bosschei,FC
Apogon atrogaster,IM
Myripristis chryseres,IM
Luzonichthys earlei,IM
Cantherhines verecundus,IM
Parupeneus chrysonemus,IM
Parupeneus porphyreus,IM
Scorpaenopsis brevifrons,OM
Valenciennea alleni,IM
Valenciennea bella,FC
Valenciennea decora,IM
Valenciennea limicola,IM
Valenciennea parva,IM
Valenciennea persica,IM
Valenciennea randalli,PK
Valenciennea immaculata,PK
Valenciennea wardii,IM
Heteroconger hassi,FC
Synodus dermatogenys,IM
Belonoperca chabanaudi,IM
Prionurus maculatus,IM
Prionurus microlepidotus,IM
Archamia leai,IM
Siphamia mossambica,IM
Cheilodipterus novemstriatus,IM
Cheilodipterus lachneri,IM
Ecsenius aequalis,FC
Ecsenius bandanus,FC
Ecsenius frontalis,FC
Ecsenius gravieri,FC
Ecsenius minutus,IM
Ecsenius tigris,HM
Ecsenius trilineatus,PK
Meiacanthus nigrolineatus,IM
Stanulus talboti,FC
Synchiropus morrisoni,OM
Synchiropus splendidus,IM
Cypho purpurascens,IM
Chaetodon daedalma,IM
Pictichromis paccagnellae,IM
Chaetodon smithi,IM
Pseudochromis pesi,IM
Pseudochromis bitaeniatus,IM
Calloplesiops altivelis,IM
Lubbockichthys multisquamatus,IM
Cheilodactylus ephippium,IM
Apogon timorensis,IM
Apogon norfolcensis,HD
Scarus arabicus,IM
Labracinus cyclophthalmus,IM
Halichoeres hortulanus,OM
Parapercis xanthozona,OM
Trichonotus setiger,IM
Lachneratus phasmaticus,IM
Bathystethus cultratus,FC
Gunnellichthys curiosus,IM
Gunnellichthys monostigma,OM
Cryptocentrus fasciatus,OM
Labracoglossa nitida,OM
Canthigaster ocellicincta,OM
Scorpaena cookii,OM
Acanthistius cinctus,OM
Pseudanthias pictilis,OM
Ecsenius bathi,OM
Cirrhitops hubbardi,OM
Amblyeleotris aurora,OM
Amblyeleotris ogasawarensis,OM
Amblyeleotris sungami,OM
Pseudanthias ventralis,OM
Trachypoma macracanthus,OM
Notocirrhitus splendens,PK
Gorgasia preclara,FC
Heteroconger perissodon,PK
Girella cyanea,IM
Scarus hypselopterus,IM
Manonichthys splendens,IM
Pseudanthias bartlettorum,IM
Choerodon fasciatus,FC
Kyphosus sydneyanus,FC
Macropharyngodon ornatus,IM
Pogonoperca punctata,IM
Cirrhilabrus scottorum,IM
Coris bulbifrons,IM
Nemanthias carberryi,FC
Pseudanthias bimaculatus,FC
Pseudanthias pulcherrimus,PK
Pseudochromis flavivertex,IM
Synchiropus picturatus,IM
Pseudochromis fridmani,IM
Pectinochromis lubbocki,IM
Ostracion cyanurus,IM
Bodianus loxozonus,IM
Halichoeres purpurescens,IM
Apogon thermalis,HD
Cryptocentrus caeruleopunctatus,IM
Nemateleotris helfrichi,IM
Trimma taylori,IM
Myripristis randalli,IM
Trimma tevegae,IM
Meiacanthus mossambicus,IM
Pristilepis oligolepis,IM
Helcogramma vulcana,FC
Hypoplectrus puella,FC
Platygobiopsis akihito,IM
Choeroichthys cinctus,PK
Hypoplectrus chlorurus,IM
Hypoplectrus indigo,IM
Scorpaenopsis barbata,IM
Canthigaster smithae,IM
Canthigaster callisterna,IM
Doryrhamphus baldwini,IM
Ptereleotris helenae,IM
Halicampus boothae,IM
Pseudanthias taeniatus,IM
Canthigaster margaritata,IM
Oxycheilinus mentalis,IM
Cheilinus lunulatus,FC
Cirrhilabrus rubriventralis,IM
Acanthurus tristis,FC
Stethojulis maculata,IM
Vanderhorstia ornatissima,IM
Onuxodon fowleri,IM
Plagiotremus phenax,IM
Plagiotremus townsendi,IM
Halichoeres binotopsis,IM
Halichoeres iridis,FC
Coris sandeyeri,IM
Notolabrus inscriptus,IM
Pseudolabrus japonicus,IM
Pseudolabrus luculentus,IM
Plectranthias fourmanoiri,IM
Plectranthias gardineri,IM
Plectranthias winniensis,IM
Periophthalmus barbarus,IM
Antennarius senegalensis,IM
Upeneus francisi,PK
Gymnothorax annasona,IM
Gymnothorax nubilus,PK
Myxus elongatus,IM
Priolepis boreus,PK
Ostracion immaculatus,PK
Cymbacephalus beauforti,IM
Assessor macneilli,IM
Canthigaster tyleri,IM
Hoplolatilus luteus,IM
Scarus obishime,IM
Hoplolatilus fourmanoiri,PK
Chlorurus strongylocephalus,IM
Fusigobius longispinus,IS
Haletta semifasciata,IS
Odax acroptilus,PK
Odax cyanomelas,PK
Siphonognathus argyrophanes,PK
Siphonognathus attenuatus,IM
Siphonognathus beddomei,PK
Siphonognathus caninis,IM
Siphonognathus radiatus,PK
Liopropoma swalesi,IM
Liopropoma maculatum,OM
Liopropoma japonicum,IM
Liopropoma latifasciatum,HM
Liopropoma aurora,IM
Semicossyphus darwini,HD
Paralabrax albomaculatus,IM
Liopropoma lunulatum,IM
Liopropoma lemniscatum,OM
Diodon nicthemerus,OM
Liopropoma africanum,OM
Liopropoma flavidum,OM
Liopropoma tonstrinum,OM
Luzonichthys microlepis,OM
Luzonichthys taeniatus,OM
Luzonichthys whitleyi,OM
Luzonichthys williamsi,OM
Cheilodipterus alleni,OM
Cheilodipterus intermedius,OM
Cheilodipterus nigrotaeniatus,OM
Cheilodipterus parazonatus,OM
Cheilodipterus persicus,OM
Cheilodipterus pygmaios,OM
Moringua ferruginea,OM
Apterichtus klazingai,OM
Priolepis semidoliata,OM
Brachysomophis cirrocheilos,OM
Brachysomophis crocodilinus,OM
Callechelys catostoma,OM
Callechelys marmorata,IM
Synodus doaki,FC
Diademichthys lineatus,PK
Prionotus miles,OM
Plectrypops lima,OM
Hyporhamphus dussumieri,HD
Neoniphon aurolineatus,PK
Richardsonichthys leucogaster,IM
Rhinopias aphanes,IM
Caracanthus unipinna,IM
Neoaploactis tridorsalis,IM
Eurycephalus arenicola,IM
Thysanophrys chiltonae,IM
Eurycephalus otaitensis,PK
Apogon talboti,PK
Pempheris analis,FC
Pempheris schwenkii,IM
Bathygobius lineatus,PK
Sphoeroides angusticeps,PK
Porichthys porosissimus,FC
Pinguipes brasilianus,FC
Serranus auriga,IM
Choerodon cyanodus,FC
Choerodon venustus,IM
Entomacrodus vomerinus,IM
Branchiostegus gloerfelti,FC
Latridopsis ciliaris,IM
Orthopristis cantharinus,IM
Ophisurus macrorhynchos,FC
Hyporhamphus intermedius,FC
Sargocentron ensifer,IM
Apogon crassiceps,OM
Thysanophrys longirostris,HD
Apogon erythrinus,HD
Sphyraena pinguis,OM
Sphyraena japonica,IM
Apogon chrysotaenia,IM
Callanthias japonicus,IM
Pseudanthias cooperi,OM
Caprodon schlegelii,PK
Symphysanodon katayamai,PK
Coranthus polyacanthus,IM
Hoplolatilus marcosi,IM
Branchiostegus albus,OM
Pempheris japonica,PK
Cirrhilabrus laboutei,PK
Kyphosus cornelii,IM
Sparisoma cretense,IM
Cirrhilabrus lineatus,PK
Cirrhilabrus punctatus,IM
Coris aurilineata,IM
Girella mezina,FC
Plectorhinchus cinctus,OM
Hapalogenys nigripinnis,OM
Bodianus vulpinus,IM
Polylepion russelli,IM
Cirrhilabrus lubbocki,IM
Cirrhilabrus rubripinnis,PK
Oxymetopon compressus,IM
Oxymetopon cyanoctenosum,FC
Ecsenius schroederi,IM
Meiacanthus vittatus,OM
Halichoeres zeylonicus,PK
Arothron caeruleopunctatus,OM
Hologymnosus longipes,PK
Lutjanus ophuysenii,IM
Arnoglossus macrolophus,IM
Takifugu xanthopterus,HD
Upeneichthys lineatus,PK
Dialommus fuscus,FC
Hippocampus angustus,FC
Pomadasys andamanensis,OM
Conger verreauxi,FC
Pterois lunulata,OM
Macropharyngodon cyanoguttatus,IM
Macropharyngodon choati,IM
Meuschenia scaber,FC
Macropharyngodon vivienae,FC
Macropharyngodon kuiteri,FC
Amblyeleotris diagonalis,FC
Ctenogobiops crocineus,FC
Pseudolabrus guentheri,IM
Prionurus laticlavius,IM
Prionurus punctatus,IM
Antennarius sanguineus,FC
Antennatus strigatus,IM
Opistognathus papuensis,IM
Uranoscopus sulphureus,IM
Limnichthys fasciatus,IM
Atherinella starksi,IM
Parapercis snyderi,IM
Melanorhinus cyanellus,IM
Sufflamen verres,IM
Batrachoides boulengeri,IM
Daector schmitti,HD
Scartichthys gigas,HD
Bothus leopardinus,FC
Tylosurus pacificus,IM
Tylosurus crocodilus fodiator,IM
Helcogramma gymnauchen,IM
Gorgasia punctata,OM
Heteroconger digueti,IM
Ariosoma gilberti,IM
Symphurus atramentatus,IM
Liza carinata,IM
Anisotremus caesius,IM
Anisotremus taeniatus,IM
Haemulon flaviguttatum,IM
Haemulon scudderii,IM
Haemulon sexfasciatum,FC
Microlepidotus brevipinnis,IM
Meiacanthus lineatus,IM
Meiacanthus luteus,IM
Petroscirtes fallax,IM
Myripristis clarionensis,IM
Petroscirtes lupus,IM
Myripristis gildi,IM
Myripristis leiognathus,IM
Enchelyurus ater,FC
Omobranchus anolius,PK
Ecsenius australianus,IM
Spicara nigricauda,IM
Ecsenius mandibularis,HD
Ecsenius stictus,FC
Istiblennius meleagris,FC
Rhabdoblennius nitidus,IM
Salarias sinuosus,FC
Diplogrammus goramensis,HD
Calumia godeffroyi,FC
Xenisthmus polyzonatus,IM
Cryptocentrus leucostictus,FC
Gobiodon micropus,IM
Gunnellichthys viridescens,FC
Acanthurus albipectoralis,IM
Rhinecanthus lunula,IM
Sargocentron suborbitalis,IM
Cantheschenia grandisquamis,FC
Anarchias galapagensis,FC
Enchelycore octaviana,IM
Gymnothorax castaneus,FC
Gymnothorax dovii,IM
Gymnothorax panamensis,IM
Muraena argus,FC
Muraena clepsydra,FC
Uropterygius polystictus,OM
Uropterygius versutus,IM
Bodianus scrofa,PK
Serranus sanctaehelenae,PK
Sphoeroides marmoratus,PK
Thalassoma virens,PK
Thalassoma grammaticum,OM
Chaenomugil proboscideus,PK
Decodon melasma,PK
Halichoeres adustus,IS
Halichoeres chierchiae,IM
Halichoeres insularis,IM
Halichoeres malpelo,IM
Halichoeres melanotis,IM
Halichoeres nicholsi,PK
Polylepion cruentum,IM
Thalassoma lucasanum,IM
Apterichtus equatorialis,PK
Callechelys cliffi,IM
Callechelys eristigma,IM
Myrichthys aspetocheiros,IM
Phaenomonas pinnata,IM
Quassiremus nothochir,IM
Nicholsina denticulata,IM
Scarus compressus,IM
Odontoscion xanthops,IM
Odontoscion eurymesops,IM
Aulopus purpurissatus,IM
Histiophryne cryptacanthus,IM
Mullus argentinae,IM
Pareques fuscovittatus,IM
Pareques lanfeari,IM
Pareques perissa,HM
Umbrina galapagorum,IM
Pseudopercis numida,FC
Corvula macrops,IM
Canthigaster punctatissima,OM
Guentheridia formosa,HD
Enneapterygius hemimelas,PK
Enneapterygius minutus,IM
Enneapterygius nanus,PK
Helcogramma hudsoni,PK
Pontinus furcirhinus,IM
Norfolkia brachylepis,IM
Pontinus vaughani,IM
Scorpaena afuerae,HD
Paralabrax auroguttatus,IM
Paralabrax loro,HD
Prionotus albirostris,HD
Phyllopteryx taeniolatus,IM
Pseudoplesiops rosae,IM
Pseudochromis tapeinosoma,IM
Pseudochromis cyanotaenia,OM
Manonichthys polynemus,IM
Cheilodactylus fasciatus,IM
Stegastes beebei,IM
Doryrhamphus multiannulatus,FC
Pronotogrammus eos,IM
Serranus psittacinus,PK
Plectorhinchus ceylonensis,OM
Chaetodon lunulatus,PK
Plectorhinchus paulayi,IM
Hemiramphus archipelagicus,PK
Platax boersii,FC
Maxillicosta scabriceps,IM
Neosebastes nigropunctatus,PK
Neosebastes pandus,IM
Neosebastes bougainvillii,OM
Scorpaena papillosa,HD
Anchichoerops natalensis,IM
Bodianus macrognathos,IM
Bodianus macrourus,IM
Pataecus fronto,IM
Xyrichtys bimaculatus,IM
Stephanolepis diaspros,IM
Lepidoperca occidentalis,IM
Othos dentex,OM
Neenchelys buitendijki,OM
Scarus collana,IM
Scarus fuscopurpureus,OM
Chlorurus genazonatus,IM
Scarus persicus,PK
Parapriacanthus elongatus,IM
Pempheris klunzingeri,IM
Pempheris multiradiata,IM
Scorpis aequipinnis,OM
Pagellus affinis,PK
Bodianus insularis,PK
Cheilodactylus nigripes,PK
Goniistius vestitus,IM
Dactylophora nigricans,FC
Nemadactylus valenciennesi,IM
Serranus atricauda,OM
Serranus hepatus,IM
Achoerodus gouldii,IM
Notolabrus fucicola,FC
Parapercis haackei,IM
Pseudochromis steenei,FC
Dicotylichthys punctulatus,FC
Diodon eydouxii,IM
Tylosurus gavialoides,IM
Tylosurus punctulatus,FC
Acanthaluteres brownii,PK
Brachaluteres jacksonianus,OM
Eubalichthys bucephalus,PK
Eubalichthys mosaicus,PK
Meuschenia flavolineata,PK
Meuschenia freycineti,PK
Meuschenia galii,PK
Meuschenia hippocrepis,PK
Nelusetta ayraud,PK
Acanthaluteres vittiger,PK
Scobinichthys granulatus,PK
Anoplocapros amygdaloides,FC
Anoplocapros lenticularis,IM
Aracana aurita,IM
Aracana ornata,IM
Arothron firmamentum,IM
Omegophora armilla,IM
Allomycterus pilatus,IM
Paraplesiops meleagris,IM
Girella zebra,FC
Hypoplectrodes nigroruber,FC
Ecsenius axelrodi,HD
Ecsenius paroculus,IM
Gymnothorax marshallensis,IM
Gymnothorax monostigma,IM
Centropogon latifrons,OM
Apogon opercularis,OM
Apogon pallidofasciatus,IM
Apogon rueppellii,IM
Apogon victoriae,IM
Foa fo,IM
Gymnapogon annona,PK
Pterapogon mirifica,PK
Cercamia eremia,IM
Apogon argyrogaster,OM
Siphamia cephalotes,FC
Siphamia cuneiceps,IM
Siphamia guttulatus,IM
Siphamia majimai,IM
Siphamia tubulata,IM
Vincentia chrysura,IM
Beliops xanthokrossos,IS
Glaucosoma hebraicum,HD
Glaucosoma scapulare,OM
Assessor flavissimus,OM
Branchiostegus wardi,OM
Fraudella carassiops,OM
Paraplesiops bleekeri,OM
Paraplesiops poweri,OM
Plesiops cephalotaenia,OM
Plesiops corallicola,OM
Steeneichthys plesiopsus,OM
Trachinops noarlungae,PK
Aporops bilinearis,OM
Labracinus lineatus,OM
Pseudochromis flammicauda,PK
Pseudochromis jamesi,OM
Ogilbyina novaehollandiae,OM
Manonichthys paranox,OM
Assiculus punctatus,IM
Ogilbyina queenslandiae,OM
Oxycercichthys veliferus,OM
Pseudochromis wilsoni,OM
Pseudoplesiops howensis,OM
Pseudoplesiops revellei,IS
Atherinomorus insularum,IM
Acanthistius ocellatus,IM
Acanthistius pardalotus,PK
Acanthistius serratus,IS
Caesioscorpis theagenes,OM
Rainfordia opercularis,PK
Pseudanthias engelhardi,IS
Caprodon longimanus,IS
Hypoplectrodes jamesoni,IS
Hypoplectrodes maccullochi,IM
Hypoplectrodes wilsoni,IS
Epinephelides armatus,IS
Plectranthias alleni,IM
Plectranthias nanus,IM
Perryena leucometopon,IM
Cociella punctata,IS
Onigocia pedimacula,IM
Rogadius serratus,IM
Thysanophrys celebica,IM
Liza affinis,IS
Asterorhombus fijiensis,IM
Solenostomus armatus,IM
Callanthias australis,IM
Ophioblennius macclurei,IM
Hoplolatilus chlupatyi,OM
Hoplolatilus purpureus,IM
Branchiostegus ilocanus,IM
Branchiostegus vittatus,IM
Pterapogon kauderni,IM
Hypoatherina valenciennei,OM
Arnoglossus tenuis,OM
Iso hawaiiensis,IS
Iso rhothophilus,OM
Iso nesiotes,IM
Naso caesius,OM
Upeneus arge,OM
Grammonus robustus,IS
Uropterygius kamar,PK
Bascanichthys kirkii,IM
Cirrhimuraena inhacae,IS
Ichthyapus acuticeps,IS
Scolecenchelys laticaudata,PK
Scolecenchelys xorae,IM
Ophichthus erabo,IM
Ophichthus bonaparti,IS
Phaenomonas cooperae,IM
Yirrkala lumbricoides,IM
Bathygobius niger,IM
Ophichthus unicolor,PK
Moringua javanica,OM
Amblychaeturichthys hexanema,PK
Kraemeria cunicularia,IM
Parioglossus raoi,IM
Ammodytoides renniei,IM
Helcogramma aquilum,IM
Helcogramma habena,IM
Gobius fallax,IM
Hypleurochilus bananensis,IM
Paralipophrys trigloides,IM
Parablennius incognitus,IM
Parablennius parvicornis,FC
Parablennius ruber,IM
Paraconger macrops,IM
Symphodus melanocercus,IM
Calamopteryx goslinei,IM
Ophidion lagochila,IM
Apogon robinsi,FC
Opistognathus gilberti,FC
Leurochilus acon,IM
Myxodagnus belone,IM
Dactyloscopus poeyi,IM
Stathmonotus gymnodermis,IM
Paraclinus naeorhegmis,IM
Paraclinus barbatus,PK
Starksia lepicoelia,IM
Starksia nanodes,IM
Starksia atlantica,PK
Malacoctenus boehlkei,PK
Malacoctenus erdmani,IM
Acanthemblemaria maria,IM
Acanthemblemaria spinosa,IM
Emblemariopsis occidentalis,IM
Coralliozetus cardonae,PK
Enneanectes atrorus,IM
Hypsoblennius exstochilus,IM
Saurida suspicio,IM
Quassiremus ascensionis,OM
Otophidium chickcharney,IM
Ophidion nocomis,IM
Hypoplectrus gummigutta,IM
Hypoplectrus guttavarius,IM
Hypoplectrus nigricans,PK
Rypticus bornoi,IM
Malacoctenus gilli,IM
Malacoctenus versicolor,IM
Lucayablennius zingaro,FC
Chriolepis fisheri,IM
Psilotris alepis,PK
Psilotris celsus,IM
Psilotris batrachodes,IM
Elacatinus louisae,IM
Elacatinus evelynae,IM
Elacatinus gemmatus,PK
Elacatinus pallens,IM
Elacatinus dilepis,IM
Lythrypnus heterochroma,IM
Lythrypnus okapia,IM
Lythrypnus elasson,IM
Tomicodon fasciatus,IM
Acyrtus artius,IM
Arcos macrophthalmus,OM
Acyrtus rubiginosus,IM
Gobiesox lucayanus,IM
Antennarius bermudensis,IM
Apletodon pellegrini,IM
Diplecogaster bimaculata pectoralis,IM
Diplecogaster ctenocrypta,IM
Lepadogaster purpurea,IM
Lepadogaster zebrina,IM
Opeatogenys cadenati,IM
Carapus mourlani,IM
Onuxodon parvibrachium,IM
Bidenichthys capensis,IM
Dermatopsoides kasougae,PK
Grammonoides opisthodon,IM
Hyporhamphus balinensis,IM
Carapus boraborensis,IM
Diplecogaster megalops,IM
Lepadichthys caritus,IM
Pherallodus smithi,IM
Acentronura tentaculata,IM
Choeroichthys smithi,IM
Doryrhamphus bicarinatus,PK
Neoscorpaena nielseni,IM
Scorpaenopsis gilchristi,IM
Sebastapistes tinkhami,IM
Caracanthus madagascariensis,IM
Plectranthias morgansi,HD
Apogon flagelliferus,IM
Gymnapogon africanus,OM
Pseudamiops pellucidus,IM
Decodon grandisquamis,PK
Chalixodytes chameleontoculis,HD
Limnichthys nitidus,IM
Parapercis multifasciata,IM
Alloblennius parvus,PK
Chalaroderma capito,PK
Chalaroderma ocellata,PK
Hirculops cornifer,PK
Blenniella cyanostigma,PK
Mimoblennius rusi,IM
Omobranchus banditus,IM
Parablennius cornutus,IM
Parablennius lodosus,IM
Parablennius pilicornis,PK
Scartella emarginata,IM
Enneapterygius abeli,IM
Enneapterygius clarkae,IM
Enneapterygius elegans,OM
Enneapterygius pusillus,IM
Enneapterygius ventermaculus,HD
Cancelloxus burrelli,HD
Cancelloxus elongatus,HD
Clinus berrisfordi,HD
Clinus heterodon,HD
Clinus latipennis,IM
Clinus nematopterus,HD
Clinus rotundifrons,HD
Pavoclinus smalei,IS
Pavoclinus myae,IS
Xenopoclinus leprosus,IS
Xenopoclinus kochi,IS
Synchiropus postulus,PK
Yongeichthys pavidus,HD
Zenarchopterus buffonis,HD
Barbuligobius boehlkei,HD
Bathygobius laddi,PK
Callogobius flavobrunneus,PK
Myersina pretoriusi,PK
Fusigobius duospilus,PK
Cremnochorites capensis,PK
Pavoclinus litorafontis,PK
Photoblepharon steinitzi,PK
Zenarchopterus gilli,PK
Myripristis tiki,IM
Myripristis woodsi,PK
Minyichthys sentus,IM
Scorpaena annobonae,PK
Scorpaena ascensionis,PK
Scorpaena canariensis,PK
Scorpaena loppei,IM
Scorpaena mellissii,PK
Scorpaenodes africanus,PK
Scorpaenodes elongatus,OM
Scorpaenodes insularis,HD
Muraenichthys gymnopterus,OM
Holanthias caudalis,OM
Holanthias fronticinctus,PK
Apogon axillaris,IM
Uropterygius supraforatus,IM
Kaupichthys atronasus,IM
Kaupichthys brachychirus,IS
Cirricaecula johnsoni,FC
Elapsopis versicolor,OM
Evips percinctus,PK
Ichthyapus vulturis,IM
Poeciloconger fasciatus,IM
Echelus uropterus,PK
Schismorhynchus labialis,FC
Brotula townsendi,HD
Liobranchia stria,OM
Lepadichthys minor,OM
Pomadasys suillus,IS
Sargocentron dorsomaculatum,FC
Micrognathus pygmaeus,OM
Acanthoplesiops hiatti,OM
Cirrhilabrus luteovittatus,OM
Chalixodytes tauensis,OM
Limnichthys donaldsoni,OM
Atrosalariasfuscus fuscus,IM
Anaora tentaculata,IM
Callionymus delicatulus,PK
Callionymus enneactis,OM
Callionymus simplicicornis,PK
Acanthurus gahhm,OM
Synchiropus circularis,PK
Synchiropus laddi,PK
Allomicrodesmus dorotheae,PK
Paragunnellichthys seychellensis,PK
Parioglossus formosus,IM
Parioglossus lineatus,HD
Parioglossus nudus,OM
Parioglossus palustris,OM
Parioglossus rainfordi,OM
Parioglossus taeniatus,OM
Girella stuebeli,OM
Girella zonata,PK
Parioglossus verticalis,IM
Eviota zonura,IM
Gobiodon albofasciatus,OM
Gobiodon quinquestrigatus,OM
Gobiopsis bravoi,OM
Kelloggella cardinalis,OM
Kelloggella quindecimfasciata,HD
Opua nephodes,HD
Paragobiodon lacunicolus,PK
Paragobiodon modestus,OM
Cirrhitus atlanticus,OM
Amblycirrhitus earnshawi,OM
Chelon bispinosus,PK
Paragobiodon melanosomus,OM
Pleurosicya bilobata,HD
Pleurosicya muscarum,OM
Priolepis farcimen,OM
Trimma caesiura,OM
Trimmatom eviotops,OM
Trimma naudei,PK
Kraemeria bryani,OM
Centrolabrus trutta,PK
Lappanella fasciata,OM
Salarias segmentatus,IM
Thalassoma ascensionis,OM
Aseraggodes melanostictus,OM
Xyrichtys blanchardi,OM
Xyrichtys sanctaehelenae,OM
Nicholsina usta collettei,OM
Aseraggodes whitakeri,PK
Soleichthys heterorhinos,PK
Sparisoma strigatum,IM
Brachaluteres taylori,PK
Myrophis microchir,OM
Brachysomophis porphyreus,OM
Spaniblennius riodourensis,PK
Ophichthus evermanni,OM
Ophichthus asakusae,PK
Ophichthus tsuchidae,PK
Lipophrys velifer,FC
Parablennius goreensis,IM
Parablennius verryckeni,FC
Scartella nuchifilis,FC
Scartella springeri,OM
Entomacrodus cadenati,IM
Entomacrodus textilis,IM
Malacoctenus africanus,IM
Bathygobius burtoni,OM
Corcyrogobius lubbocki,OM
Didogobius kochi,PK
Gobius rubropunctatus,PK
Gobius senegambiensis,IM
Gorogobius nigricinctus,IM
Lesueurigobius koumansi,IM
Lesueurigobius sanzi,IM
