"","Region","Reef","Genus","Species","Phase","TL","Bites","min","sec","time","Bite.rate","dataset","sp","UVC"
"612","GBR","Lizard","Hipposcarus","longiceps","IP",36,13,3,0,"00:03:00",4.333333333,"gbr","Hipposcarus longiceps","TRUE"
"613","GBR","Lizard","Hipposcarus","longiceps","TP",46,4,3,1,"00:03:01",1.325966851,"gbr","Hipposcarus longiceps","TRUE"
"614","GBR","Lizard","Hipposcarus","longiceps","TP",41,7,3,0,"00:03:00",2.333333333,"gbr","Hipposcarus longiceps","TRUE"
"615","GBR","Lizard","Hipposcarus","longiceps","IP",27,19,3,2,"00:03:02",6.263736264,"gbr","Hipposcarus longiceps","TRUE"
"616","GBR","Lizard","Hipposcarus","longiceps","IP",31,25,3,10,"00:03:10",7.894736842,"gbr","Hipposcarus longiceps","TRUE"
"617","GBR","Lizard","Scarus","altipinnis","IP",20,128,NA,274,"00:04:34",28.02919708,"gbr","Scarus altipinnis","TRUE"
"618","GBR","Lizard","Scarus","altipinnis","IP",21,114,NA,258,"00:04:18",26.51162791,"gbr","Scarus altipinnis","TRUE"
"619","GBR","Lizard","Scarus","altipinnis","IP",21,80,NA,218,"00:03:38",22.01834862,"gbr","Scarus altipinnis","TRUE"
"620","GBR","Lizard","Scarus","altipinnis","IP",22,92,NA,216,"00:03:36",25.55555556,"gbr","Scarus altipinnis","TRUE"
"621","GBR","Lizard","Scarus","altipinnis","IP",23,70,NA,209,"00:03:29",20.09569378,"gbr","Scarus altipinnis","TRUE"
"622","GBR","Lizard","Scarus","altipinnis","IP",23,72,NA,201,"00:03:21",21.49253731,"gbr","Scarus altipinnis","TRUE"
"623","GBR","Lizard","Scarus","altipinnis","IP",24,93,NA,240,"00:04:00",23.25,"gbr","Scarus altipinnis","TRUE"
"624","GBR","Lizard","Scarus","altipinnis","IP",25,67,NA,196,"00:03:16",20.51020408,"gbr","Scarus altipinnis","TRUE"
"625","GBR","Lizard","Scarus","altipinnis","IP",25,64,NA,192,"00:03:12",20,"gbr","Scarus altipinnis","TRUE"
"626","GBR","Lizard","Scarus","altipinnis","IP",17,198,NA,379,"00:06:19",31.34564644,"gbr","Scarus altipinnis","TRUE"
"627","GBR","Lizard","Scarus","altipinnis","IP",20,100,NA,185,"00:03:05",32.43243243,"gbr","Scarus altipinnis","TRUE"
"628","GBR","Lizard","Scarus","altipinnis","IP",28,78,NA,252,"00:04:12",18.57142857,"gbr","Scarus altipinnis","TRUE"
"629","GBR","Lizard","Scarus","altipinnis","IP",18,94,NA,180,"00:03:00",31.33333333,"gbr","Scarus altipinnis","TRUE"
"630","GBR","Lizard","Scarus","altipinnis","TP",30,103,NA,302,"00:05:02",20.46357616,"gbr","Scarus altipinnis","TRUE"
"631","GBR","Lizard","Scarus","altipinnis","TP",30,72,NA,184,"00:03:04",23.47826087,"gbr","Scarus altipinnis","TRUE"
"632","GBR","Lizard","Scarus","altipinnis","IP",30,108,NA,300,"00:05:00",21.6,"gbr","Scarus altipinnis","TRUE"
"633","GBR","Lizard","Scarus","altipinnis","IP",30,75,NA,180,"00:03:00",25,"gbr","Scarus altipinnis","TRUE"
"634","GBR","Lizard","Scarus","altipinnis","TP",31,81,NA,186,"00:03:06",26.12903226,"gbr","Scarus altipinnis","TRUE"
"635","GBR","Lizard","Scarus","altipinnis","TP",31,68,NA,181,"00:03:01",22.54143646,"gbr","Scarus altipinnis","TRUE"
"636","GBR","Lizard","Scarus","altipinnis","TP",33,112,NA,300,"00:05:00",22.4,"gbr","Scarus altipinnis","TRUE"
"637","GBR","Lizard","Scarus","altipinnis","TP",34,86,NA,214,"00:03:34",24.11214953,"gbr","Scarus altipinnis","TRUE"
"638","GBR","Lizard","Scarus","altipinnis","TP",34,69,NA,180,"00:03:00",23,"gbr","Scarus altipinnis","TRUE"
"639","GBR","Lizard","Scarus","altipinnis","TP",34,75,NA,200,"00:03:20",22.5,"gbr","Scarus altipinnis","TRUE"
"640","GBR","Lizard","Scarus","altipinnis","TP",35,68,NA,186,"00:03:06",21.93548387,"gbr","Scarus altipinnis","TRUE"
"641","GBR","Lizard","Scarus","altipinnis","TP",35,74,NA,203,"00:03:23",21.87192118,"gbr","Scarus altipinnis","TRUE"
"642","GBR","Lizard","Scarus","altipinnis","TP",35,71,NA,180,"00:03:00",23.66666667,"gbr","Scarus altipinnis","TRUE"
"643","GBR","Lizard","Scarus","altipinnis","TP",36,114,NA,269,"00:04:29",25.42750929,"gbr","Scarus altipinnis","TRUE"
"644","GBR","Lizard","Scarus","altipinnis","TP",36,59,NA,203,"00:03:23",17.43842365,"gbr","Scarus altipinnis","TRUE"
"645","GBR","Lizard","Scarus","altipinnis","TP",37,61,NA,180,"00:03:00",20.33333333,"gbr","Scarus altipinnis","TRUE"
"646","GBR","Lizard","Scarus","altipinnis","IP",22,41,3,6,"00:03:06",13.22580645,"gbr","Scarus altipinnis","TRUE"
"647","GBR","Lizard","Scarus","altipinnis","IP",34,91,3,0,"00:03:00",30.33333333,"gbr","Scarus altipinnis","TRUE"
"648","GBR","Lizard","Scarus","altipinnis","IP",27,42,3,3,"00:03:03",13.7704918,"gbr","Scarus altipinnis","TRUE"
"649","GBR","Lizard","Scarus","chameleon","IP",14,28,3,3,"00:03:03",9.180327869,"gbr","Scarus chameleon","TRUE"
"650","GBR","Lizard","Scarus","chameleon","IP",14,54,3,11,"00:03:11",16.96335079,"gbr","Scarus chameleon","TRUE"
"651","GBR","Lizard","Scarus","chameleon","TP",23,34,3,3,"00:03:03",11.14754098,"gbr","Scarus chameleon","TRUE"
"652","GBR","Lizard","Scarus","chameleon","IP",14,78,3,1,"00:03:01",25.85635359,"gbr","Scarus chameleon","TRUE"
"653","GBR","Lizard","Scarus","chameleon","TP",21,34,3,3,"00:03:03",11.14754098,"gbr","Scarus chameleon","TRUE"
"654","GBR","Lizard","Scarus","chameleon","TP",28,44,3,2,"00:03:02",14.50549451,"gbr","Scarus chameleon","TRUE"
"655","GBR","Lizard","Scarus","chameleon","IP",13,76,3,0,"00:03:00",25.33333333,"gbr","Scarus chameleon","TRUE"
"656","GBR","Lizard","Scarus","chameleon","IP",17,54,3,4,"00:03:04",17.60869565,"gbr","Scarus chameleon","TRUE"
"657","GBR","Lizard","Scarus","chameleon","IP",16,65,3,1,"00:03:01",21.54696133,"gbr","Scarus chameleon","TRUE"
"658","GBR","Lizard","Scarus","chameleon","IP",19,61,3,5,"00:03:05",19.78378378,"gbr","Scarus chameleon","TRUE"
"659","GBR","Lizard","Scarus","chameleon","IP",18,62,3,0,"00:03:00",20.66666667,"gbr","Scarus chameleon","TRUE"
"660","GBR","Lizard","Scarus","chameleon","IP",14,48,3,2,"00:03:02",15.82417582,"gbr","Scarus chameleon","TRUE"
"661","GBR","Lizard","Scarus","chameleon","IP",21,43,3,1,"00:03:01",14.25414365,"gbr","Scarus chameleon","TRUE"
"662","GBR","Lizard","Scarus","chameleon","TP",26,27,3,9,"00:03:09",8.571428571,"gbr","Scarus chameleon","TRUE"
"663","GBR","Lizard","Scarus","chameleon","IP",14,68,3,5,"00:03:05",22.05405405,"gbr","Scarus chameleon","TRUE"
"664","GBR","Lizard","Scarus","chameleon","IP",16,67,3,16,"00:03:16",20.51020408,"gbr","Scarus chameleon","TRUE"
"665","GBR","Lizard","Scarus","chameleon","TP",24,32,3,4,"00:03:04",10.43478261,"gbr","Scarus chameleon","TRUE"
"666","GBR","Lizard","Scarus","chameleon","IP",19,63,3,1,"00:03:01",20.8839779,"gbr","Scarus chameleon","TRUE"
"667","GBR","Lizard","Scarus","chameleon","TP",24,37,3,2,"00:03:02",12.1978022,"gbr","Scarus chameleon","TRUE"
"668","GBR","Lizard","Scarus","chameleon","IP",17,55,3,8,"00:03:08",17.55319149,"gbr","Scarus chameleon","TRUE"
"669","GBR","Lizard","Scarus","chameleon","TP",22,33,3,1,"00:03:01",10.93922652,"gbr","Scarus chameleon","TRUE"
"670","GBR","Lizard","Scarus","dimidiatus","IP",15,94,NA,180,"00:03:00",31.33333333,"gbr","Scarus dimidiatus","TRUE"
"671","GBR","Lizard","Scarus","dimidiatus","IP",17,86,NA,180,"00:03:00",28.66666667,"gbr","Scarus dimidiatus","TRUE"
"672","GBR","Lizard","Scarus","dimidiatus","IP",14,97,NA,211,"00:03:31",27.58293839,"gbr","Scarus dimidiatus","TRUE"
"673","GBR","Lizard","Scarus","dimidiatus","TP",18,103,NA,241,"00:04:01",25.64315353,"gbr","Scarus dimidiatus","TRUE"
"674","GBR","Lizard","Scarus","dimidiatus","IP",16,145,NA,300,"00:05:00",29,"gbr","Scarus dimidiatus","TRUE"
"675","GBR","Lizard","Scarus","dimidiatus","IP",16,129,NA,283,"00:04:43",27.34982332,"gbr","Scarus dimidiatus","TRUE"
"676","GBR","Lizard","Scarus","dimidiatus","IP",20,57,NA,181,"00:03:01",18.89502762,"gbr","Scarus dimidiatus","TRUE"
"677","GBR","Lizard","Scarus","dimidiatus","TP",21,94,NA,256,"00:04:16",22.03125,"gbr","Scarus dimidiatus","TRUE"
"678","GBR","Lizard","Scarus","dimidiatus","IP",24,82,NA,191,"00:03:11",25.7591623,"gbr","Scarus dimidiatus","TRUE"
"679","GBR","Lizard","Scarus","dimidiatus","IP",25,74,NA,180,"00:03:00",24.66666667,"gbr","Scarus dimidiatus","TRUE"
"680","GBR","Lizard","Scarus","dimidiatus","IP",25,73,NA,182,"00:03:02",24.06593407,"gbr","Scarus dimidiatus","TRUE"
"681","GBR","Lizard","Scarus","dimidiatus","IP",25,91,NA,203,"00:03:23",26.89655172,"gbr","Scarus dimidiatus","TRUE"
"682","GBR","Lizard","Scarus","dimidiatus","TP",26,78,NA,198,"00:03:18",23.63636364,"gbr","Scarus dimidiatus","TRUE"
"683","GBR","Lizard","Scarus","dimidiatus","TP",29,88,NA,226,"00:03:46",23.36283186,"gbr","Scarus dimidiatus","TRUE"
"684","GBR","Lizard","Scarus","dimidiatus","TP",27,69,NA,182,"00:03:02",22.74725275,"gbr","Scarus dimidiatus","TRUE"
"685","GBR","Lizard","Scarus","dimidiatus","TP",27,91,NA,256,"00:04:16",21.328125,"gbr","Scarus dimidiatus","TRUE"
"686","GBR","Lizard","Scarus","dimidiatus","IP",13,105,3,46,"00:03:46",27.87610619,"gbr","Scarus dimidiatus","TRUE"
"687","GBR","Lizard","Scarus","dimidiatus","IP",23,75,3,3,"00:03:03",24.59016393,"gbr","Scarus dimidiatus","TRUE"
"688","GBR","Lizard","Scarus","dimidiatus","TP",26,43,3,3,"00:03:03",14.09836066,"gbr","Scarus dimidiatus","TRUE"
"689","GBR","Lizard","Scarus","dimidiatus","TP",27,70,3,0,"00:03:00",23.33333333,"gbr","Scarus dimidiatus","TRUE"
"690","GBR","Lizard","Scarus","dimidiatus","IP",17,71,3,3,"00:03:03",23.27868852,"gbr","Scarus dimidiatus","TRUE"
"691","GBR","Lizard","Scarus","dimidiatus","TP",18,93,3,1,"00:03:01",30.82872928,"gbr","Scarus dimidiatus","TRUE"
"692","GBR","Lizard","Scarus","dimidiatus","TP",20,99,3,3,"00:03:03",32.45901639,"gbr","Scarus dimidiatus","TRUE"
"693","GBR","Lizard","Scarus","dimidiatus","TP",25,48,3,9,"00:03:09",15.23809524,"gbr","Scarus dimidiatus","TRUE"
"694","GBR","Lizard","Scarus","dimidiatus","TP",23,72,3,3,"00:03:03",23.60655738,"gbr","Scarus dimidiatus","TRUE"
"695","GBR","Lizard","Scarus","dimidiatus","IP",17,129,3,4,"00:03:04",42.06521739,"gbr","Scarus dimidiatus","TRUE"
"696","GBR","Lizard","Scarus","dimidiatus","TP",28,76,3,2,"00:03:02",25.05494505,"gbr","Scarus dimidiatus","TRUE"
"697","GBR","Lizard","Scarus","dimidiatus","TP",28,71,3,9,"00:03:09",22.53968254,"gbr","Scarus dimidiatus","TRUE"
"698","GBR","Lizard","Scarus","dimidiatus","TP",25,86,3,8,"00:03:08",27.44680851,"gbr","Scarus dimidiatus","TRUE"
"699","GBR","Lizard","Scarus","dimidiatus","IP",21,95,3,9,"00:03:09",30.15873016,"gbr","Scarus dimidiatus","TRUE"
"700","GBR","Lizard","Scarus","dimidiatus","IP",22,97,3,22,"00:03:22",28.81188119,"gbr","Scarus dimidiatus","TRUE"
"701","GBR","Lizard","Scarus","dimidiatus","IP",13,93,3,2,"00:03:02",30.65934066,"gbr","Scarus dimidiatus","TRUE"
"702","GBR","Lizard","Scarus","dimidiatus","IP",24,113,3,1,"00:03:01",37.45856354,"gbr","Scarus dimidiatus","TRUE"
"703","GBR","Lizard","Scarus","dimidiatus","IP",17,54,3,9,"00:03:09",17.14285714,"gbr","Scarus dimidiatus","TRUE"
"704","GBR","Lizard","Scarus","flavipectoralis","IP",23,67,3,1,"00:03:01",22.20994475,"gbr","Scarus flavipectoralis","TRUE"
"705","GBR","Lizard","Scarus","flavipectoralis","TP",29,81,3,8,"00:03:08",25.85106383,"gbr","Scarus flavipectoralis","TRUE"
"706","GBR","Lizard","Scarus","flavipectoralis","IP",20,68,3,2,"00:03:02",22.41758242,"gbr","Scarus flavipectoralis","TRUE"
"707","GBR","Lizard","Scarus","flavipectoralis","IP",18,58,3,19,"00:03:19",17.48743719,"gbr","Scarus flavipectoralis","TRUE"
"708","GBR","Lizard","Scarus","flavipectoralis","TP",23,80,3,17,"00:03:17",24.36548223,"gbr","Scarus flavipectoralis","TRUE"
"709","GBR","Lizard","Scarus","flavipectoralis","TP",25,62,3,22,"00:03:22",18.41584158,"gbr","Scarus flavipectoralis","TRUE"
"710","GBR","Lizard","Scarus","flavipectoralis","IP",17,58,3,12,"00:03:12",18.125,"gbr","Scarus flavipectoralis","TRUE"
"711","GBR","Lizard","Scarus","flavipectoralis","IP",23,58,3,10,"00:03:10",18.31578947,"gbr","Scarus flavipectoralis","TRUE"
"712","GBR","Lizard","Scarus","flavipectoralis","IP",24,64,3,9,"00:03:09",20.31746032,"gbr","Scarus flavipectoralis","TRUE"
"713","GBR","Lizard","Scarus","flavipectoralis","TP",29,68,3,49,"00:03:49",17.81659389,"gbr","Scarus flavipectoralis","TRUE"
"714","GBR","Lizard","Scarus","flavipectoralis","IP",10,2,3,0,"00:03:00",0.666666667,"gbr","Scarus flavipectoralis","TRUE"
"715","GBR","Lizard","Scarus","flavipectoralis","IP",15,44,3,0,"00:03:00",14.66666667,"gbr","Scarus flavipectoralis","TRUE"
"716","GBR","Lizard","Scarus","flavipectoralis","IP",15,33,3,0,"00:03:00",11,"gbr","Scarus flavipectoralis","TRUE"
"717","GBR","Lizard","Scarus","flavipectoralis","IP",10,22,3,0,"00:03:00",7.333333333,"gbr","Scarus flavipectoralis","TRUE"
"718","GBR","Lizard","Scarus","flavipectoralis","TP",24,66,3,0,"00:03:00",22,"gbr","Scarus flavipectoralis","TRUE"
"719","GBR","Lizard","Scarus","flavipectoralis","IP",22,68,3,4,"00:03:04",22.17391304,"gbr","Scarus flavipectoralis","TRUE"
"720","GBR","Lizard","Scarus","flavipectoralis","IP",17,21,3,9,"00:03:09",6.666666667,"gbr","Scarus flavipectoralis","TRUE"
"721","GBR","Lizard","Scarus","flavipectoralis","IP",13,24,3,7,"00:03:07",7.700534759,"gbr","Scarus flavipectoralis","TRUE"
"722","GBR","Lizard","Scarus","flavipectoralis","IP",20,49,3,17,"00:03:17",14.92385787,"gbr","Scarus flavipectoralis","TRUE"
"723","GBR","Lizard","Scarus","flavipectoralis","IP",24,93,3,20,"00:03:20",27.9,"gbr","Scarus flavipectoralis","TRUE"
"724","GBR","Lizard","Scarus","flavipectoralis","IP",10,17,3,4,"00:03:04",5.543478261,"gbr","Scarus flavipectoralis","TRUE"
"725","GBR","Lizard","Scarus","flavipectoralis","IP",20,24,3,4,"00:03:04",7.826086957,"gbr","Scarus flavipectoralis","TRUE"
"726","GBR","Lizard","Scarus","flavipectoralis","IP",20,78,3,4,"00:03:04",25.43478261,"gbr","Scarus flavipectoralis","TRUE"
"727","GBR","Lizard","Scarus","flavipectoralis","TP",22,63,3,20,"00:03:20",18.9,"gbr","Scarus flavipectoralis","TRUE"
"728","GBR","Lizard","Scarus","flavipectoralis","IP",24,67,3,1,"00:03:01",22.20994475,"gbr","Scarus flavipectoralis","TRUE"
"729","GBR","Lizard","Scarus","flavipectoralis","IP",20,78,3,17,"00:03:17",23.75634518,"gbr","Scarus flavipectoralis","TRUE"
"730","GBR","Lizard","Scarus","flavipectoralis","IP",22,56,3,11,"00:03:11",17.59162304,"gbr","Scarus flavipectoralis","TRUE"
"731","GBR","Lizard","Scarus","flavipectoralis","IP",18,42,3,7,"00:03:07",13.47593583,"gbr","Scarus flavipectoralis","TRUE"
"732","GBR","Lizard","Scarus","flavipectoralis","IP",15,55,3,20,"00:03:20",16.5,"gbr","Scarus flavipectoralis","TRUE"
"733","GBR","Lizard","Scarus","flavipectoralis","IP",10,20,3,0,"00:03:00",6.666666667,"gbr","Scarus flavipectoralis","TRUE"
"734","GBR","Lizard","Scarus","flavipectoralis","IP",20,41,3,1,"00:03:01",13.59116022,"gbr","Scarus flavipectoralis","TRUE"
"735","GBR","Lizard","Scarus","flavipectoralis","TP",25,44,3,9,"00:03:09",13.96825397,"gbr","Scarus flavipectoralis","TRUE"
"736","GBR","Lizard","Scarus","forsteni","IP",14,108,NA,210,"00:03:30",30.85714286,"gbr","Scarus forsteni","TRUE"
"737","GBR","Lizard","Scarus","forsteni","IP",15,104,NA,191,"00:03:11",32.67015707,"gbr","Scarus forsteni","TRUE"
"738","GBR","Lizard","Scarus","forsteni","IP",15,92,NA,189,"00:03:09",29.20634921,"gbr","Scarus forsteni","TRUE"
"739","GBR","Lizard","Scarus","forsteni","IP",16,91,NA,241,"00:04:01",22.65560166,"gbr","Scarus forsteni","TRUE"
"740","GBR","Lizard","Scarus","forsteni","IP",18,79,NA,182,"00:03:02",26.04395604,"gbr","Scarus forsteni","TRUE"
"741","GBR","Lizard","Scarus","forsteni","IP",17,112,NA,276,"00:04:36",24.34782609,"gbr","Scarus forsteni","TRUE"
"742","GBR","Lizard","Scarus","forsteni","IP",19,83,NA,190,"00:03:10",26.21052632,"gbr","Scarus forsteni","TRUE"
"743","GBR","Lizard","Scarus","forsteni","IP",20,112,NA,300,"00:05:00",22.4,"gbr","Scarus forsteni","TRUE"
"744","GBR","Lizard","Scarus","forsteni","IP",20,93,NA,300,"00:05:00",18.6,"gbr","Scarus forsteni","TRUE"
"745","GBR","Lizard","Scarus","forsteni","IP",20,71,NA,196,"00:03:16",21.73469388,"gbr","Scarus forsteni","TRUE"
"746","GBR","Lizard","Scarus","forsteni","IP",21,107,NA,300,"00:05:00",21.4,"gbr","Scarus forsteni","TRUE"
"747","GBR","Lizard","Scarus","forsteni","IP",23,56,NA,211,"00:03:31",15.92417062,"gbr","Scarus forsteni","TRUE"
"748","GBR","Lizard","Scarus","forsteni","IP",23,104,NA,300,"00:05:00",20.8,"gbr","Scarus forsteni","TRUE"
"749","GBR","Lizard","Scarus","forsteni","IP",26,73,NA,213,"00:03:33",20.56338028,"gbr","Scarus forsteni","TRUE"
"750","GBR","Lizard","Scarus","forsteni","IP",28,86,NA,300,"00:05:00",17.2,"gbr","Scarus forsteni","TRUE"
"751","GBR","Lizard","Scarus","forsteni","IP",32,69,NA,186,"00:03:06",22.25806452,"gbr","Scarus forsteni","TRUE"
"752","GBR","Lizard","Scarus","forsteni","TP",31,71,NA,195,"00:03:15",21.84615385,"gbr","Scarus forsteni","TRUE"
"753","GBR","Lizard","Scarus","forsteni","TP",32,29,NA,120,"00:02:00",14.5,"gbr","Scarus forsteni","TRUE"
"754","GBR","Lizard","Scarus","forsteni","TP",34,70,NA,180,"00:03:00",23.33333333,"gbr","Scarus forsteni","TRUE"
"755","GBR","Lizard","Scarus","forsteni","TP",38,67,NA,222,"00:03:42",18.10810811,"gbr","Scarus forsteni","TRUE"
"756","GBR","Lizard","Scarus","forsteni","IP",29,43,3,5,"00:03:05",13.94594595,"gbr","Scarus forsteni","TRUE"
"757","GBR","Lizard","Scarus","forsteni","IP",23,64,3,2,"00:03:02",21.0989011,"gbr","Scarus forsteni","TRUE"
"758","GBR","Lizard","Scarus","forsteni","TP",32,25,3,1,"00:03:01",8.287292818,"gbr","Scarus forsteni","TRUE"
"759","GBR","Lizard","Scarus","forsteni","IP",25,62,3,0,"00:03:00",20.66666667,"gbr","Scarus forsteni","TRUE"
"760","GBR","Lizard","Scarus","forsteni","IP",32,45,3,20,"00:03:20",13.5,"gbr","Scarus forsteni","TRUE"
"761","GBR","Lizard","Scarus","forsteni","IP",27,57,3,20,"00:03:20",17.1,"gbr","Scarus forsteni","TRUE"
"762","GBR","Lizard","Scarus","forsteni","IP",20,55,3,0,"00:03:00",18.33333333,"gbr","Scarus forsteni","TRUE"
"763","GBR","Lizard","Scarus","forsteni","IP",22,69,3,0,"00:03:00",23,"gbr","Scarus forsteni","TRUE"
"764","GBR","Lizard","Scarus","forsteni","IP",16,67,3,11,"00:03:11",21.04712042,"gbr","Scarus forsteni","TRUE"
"765","GBR","Lizard","Scarus","forsteni","IP",18,55,3,21,"00:03:21",16.41791045,"gbr","Scarus forsteni","TRUE"
"766","GBR","Lizard","Scaris","frenatus","IP",15,109,3,12,"00:03:12",34.0625,"gbr","Scaris frenatus","TRUE"
"767","GBR","Lizard","Scaris","frenatus","IP",16,122,3,35,"00:03:35",34.04651163,"gbr","Scaris frenatus","TRUE"
"768","GBR","Lizard","Scaris","frenatus","IP",19,105,3,15,"00:03:15",32.30769231,"gbr","Scaris frenatus","TRUE"
"769","GBR","Lizard","Scaris","frenatus","IP",19,76,3,11,"00:03:11",23.87434555,"gbr","Scaris frenatus","TRUE"
"770","GBR","Lizard","Scaris","frenatus","IP",20,97,4,36,"00:04:36",21.08695652,"gbr","Scaris frenatus","TRUE"
"771","GBR","Lizard","Scaris","frenatus","IP",20,112,4,12,"00:04:12",26.66666667,"gbr","Scaris frenatus","TRUE"
"772","GBR","Lizard","Scaris","frenatus","IP",20,88,3,4,"00:03:04",28.69565217,"gbr","Scaris frenatus","TRUE"
"773","GBR","Lizard","Scaris","frenatus","IP",20,123,3,47,"00:03:47",32.51101322,"gbr","Scaris frenatus","TRUE"
"774","GBR","Lizard","Scaris","frenatus","IP",22,94,4,9,"00:04:09",22.65060241,"gbr","Scaris frenatus","TRUE"
"775","GBR","Lizard","Scaris","frenatus","IP",22,116,4,28,"00:04:28",25.97014925,"gbr","Scaris frenatus","TRUE"
"776","GBR","Lizard","Scaris","frenatus","IP",22,66,3,5,"00:03:05",21.40540541,"gbr","Scaris frenatus","TRUE"
"777","GBR","Lizard","Scaris","frenatus","IP",23,95,4,21,"00:04:21",21.83908046,"gbr","Scaris frenatus","TRUE"
"778","GBR","Lizard","Scaris","frenatus","IP",23,71,3,7,"00:03:07",22.78074866,"gbr","Scaris frenatus","TRUE"
"779","GBR","Lizard","Scaris","frenatus","IP",23,131,4,13,"00:04:13",31.06719368,"gbr","Scaris frenatus","TRUE"
"780","GBR","Lizard","Scaris","frenatus","IP",24,93,3,45,"00:03:45",24.8,"gbr","Scaris frenatus","TRUE"
"781","GBR","Lizard","Scaris","frenatus","IP",24,158,4,7,"00:04:07",38.3805668,"gbr","Scaris frenatus","TRUE"
"782","GBR","Lizard","Scaris","frenatus","IP",25,108,4,41,"00:04:41",23.06049822,"gbr","Scaris frenatus","TRUE"
"783","GBR","Lizard","Scaris","frenatus","TP",25,88,4,36,"00:04:36",19.13043478,"gbr","Scaris frenatus","TRUE"
"784","GBR","Lizard","Scaris","frenatus","IP",25,62,3,6,"00:03:06",20,"gbr","Scaris frenatus","TRUE"
"785","GBR","Lizard","Scaris","frenatus","IP",25,112,5,14,"00:05:14",21.40127389,"gbr","Scaris frenatus","TRUE"
"786","GBR","Lizard","Scaris","frenatus","IP",25,106,3,54,"00:03:54",27.17948718,"gbr","Scaris frenatus","TRUE"
"787","GBR","Lizard","Scaris","frenatus","IP",25,94,3,25,"00:03:25",27.51219512,"gbr","Scaris frenatus","TRUE"
"788","GBR","Lizard","Scaris","frenatus","TP",25,84,3,58,"00:03:58",21.17647059,"gbr","Scaris frenatus","TRUE"
"789","GBR","Lizard","Scaris","frenatus","TP",25,119,3,43,"00:03:43",32.01793722,"gbr","Scaris frenatus","TRUE"
"790","GBR","Lizard","Scaris","frenatus","IP",26,82,4,5,"00:04:05",20.08163265,"gbr","Scaris frenatus","TRUE"
"791","GBR","Lizard","Scaris","frenatus","IP",26,76,3,44,"00:03:44",20.35714286,"gbr","Scaris frenatus","TRUE"
"792","GBR","Lizard","Scaris","frenatus","TP",26,73,3,22,"00:03:22",21.68316832,"gbr","Scaris frenatus","TRUE"
"793","GBR","Lizard","Scaris","frenatus","IP",26,74,3,52,"00:03:52",19.13793103,"gbr","Scaris frenatus","TRUE"
"794","GBR","Lizard","Scaris","frenatus","IP",26,82,4,11,"00:04:11",19.60159363,"gbr","Scaris frenatus","TRUE"
"795","GBR","Lizard","Scaris","frenatus","IP",26,89,3,15,"00:03:15",27.38461538,"gbr","Scaris frenatus","TRUE"
"796","GBR","Lizard","Scaris","frenatus","IP",26,106,3,20,"00:03:20",31.8,"gbr","Scaris frenatus","TRUE"
"797","GBR","Lizard","Scaris","frenatus","IP",26,87,3,44,"00:03:44",23.30357143,"gbr","Scaris frenatus","TRUE"
"798","GBR","Lizard","Scaris","frenatus","TP",26,137,4,20,"00:04:20",31.61538462,"gbr","Scaris frenatus","TRUE"
"799","GBR","Lizard","Scaris","frenatus","TP",27,69,3,2,"00:03:02",22.74725275,"gbr","Scaris frenatus","TRUE"
"800","GBR","Lizard","Scaris","frenatus","IP",27,110,4,8,"00:04:08",26.61290323,"gbr","Scaris frenatus","TRUE"
"801","GBR","Lizard","Scaris","frenatus","TP",27,58,3,49,"00:03:49",15.19650655,"gbr","Scaris frenatus","TRUE"
"802","GBR","Lizard","Scaris","frenatus","IP",27,85,3,21,"00:03:21",25.37313433,"gbr","Scaris frenatus","TRUE"
"803","GBR","Lizard","Scaris","frenatus","IP",27,97,3,50,"00:03:50",25.30434783,"gbr","Scaris frenatus","TRUE"
"804","GBR","Lizard","Scaris","frenatus","IP",27,128,4,42,"00:04:42",27.23404255,"gbr","Scaris frenatus","TRUE"
"805","GBR","Lizard","Scaris","frenatus","IP",28,92,4,17,"00:04:17",21.47859922,"gbr","Scaris frenatus","TRUE"
"806","GBR","Lizard","Scaris","frenatus","IP",28,122,4,48,"00:04:48",25.41666667,"gbr","Scaris frenatus","TRUE"
"807","GBR","Lizard","Scaris","frenatus","IP",28,102,5,10,"00:05:10",19.74193548,"gbr","Scaris frenatus","TRUE"
"808","GBR","Lizard","Scaris","frenatus","TP",29,75,3,57,"00:03:57",18.98734177,"gbr","Scaris frenatus","TRUE"
"809","GBR","Lizard","Scaris","frenatus","TP",29,54,3,4,"00:03:04",17.60869565,"gbr","Scaris frenatus","TRUE"
"810","GBR","Lizard","Scaris","frenatus","TP",29,111,4,41,"00:04:41",23.70106762,"gbr","Scaris frenatus","TRUE"
"811","GBR","Lizard","Scaris","frenatus","TP",29,103,3,48,"00:03:48",27.10526316,"gbr","Scaris frenatus","TRUE"
"812","GBR","Lizard","Scaris","frenatus","TP",30,58,3,21,"00:03:21",17.31343284,"gbr","Scaris frenatus","TRUE"
"813","GBR","Lizard","Scaris","frenatus","TP",31,66,3,36,"00:03:36",18.33333333,"gbr","Scaris frenatus","TRUE"
"814","GBR","Lizard","Scaris","frenatus","TP",31,69,4,2,"00:04:02",17.10743802,"gbr","Scaris frenatus","TRUE"
"815","GBR","Lizard","Scaris","frenatus","TP",32,117,4,27,"00:04:27",26.29213483,"gbr","Scaris frenatus","TRUE"
"816","GBR","Lizard","Scaris","frenatus","TP",32,64,3,26,"00:03:26",18.6407767,"gbr","Scaris frenatus","TRUE"
